trial,features,formula,f1_class0,f1_class1,f1_class2,f1_macro
49,new_inactive;usage_cluster;is_older_group,((new_inactive / usage_cluster) + is_older_group),0.6324004905786599,0.0,0.018648018648018648,0.21701616974222618
50,subscription_type;is_high_payment_interval,(freq(subscription_type) / is_high_payment_interval),0.606919095614274,0.0,0.36972778941070894,0.3255489616749943
51,freq_per_tenure;payment_freq_alignment;older_and_member;payment_interval;frequent,((((freq_per_tenure / payment_freq_alignment))^2 - payment_interval) + frequent),0.6290606309370236,0.019687319050376375,0.16937799043062202,0.2727086468060073
52,age;vip_inactive;is_high_payment_interval;payment_freq_alignment;interaction_per_freq,((((age / vip_inactive))^2 - payment_freq_alignment) - interaction_per_freq),0.6253217879709806,0.048034934497816595,0.13326551373346898,0.2688740787340887
53,tenure;older_low_contract;usage_cluster;contract_length;payment_freq_alignment,((((tenure / older_low_contract))^2 - contract_length) + payment_freq_alignment),0.639989837398374,0.018648018648018648,0.33599419448476053,0.33154401684371776
54,payment_freq_alignment;contract_ratio;is_long_contract;tenure;freq_per_tenure,((((payment_freq_alignment / contract_ratio) / is_long_contract) - tenure) + freq_per_tenure),0.6269026947795693,0.03792526491912995,0.008323424494649227,0.22438379473111614
55,vip_low_interaction;freq_per_tenure;after_interaction;renewal_pressure;usage_cluster,sqrt((((vip_low_interaction * freq_per_tenure) - after_interaction) + renewal_pressure)),0.625678955275627,0.014985590778097982,0.11247443762781185,0.2510463278938456
56,usage_cluster;contract_ratio;contract_length;gender_age_group;is_high_interaction,((((usage_cluster + contract_ratio))^2)^2 - is_high_interaction),0.6410769025723044,0.02107728337236534,0.4034471752314076,0.3552004537253592
57,is_high_interaction;payment_freq_alignment;payment_per_freq;freq_per_tenure,(sqrt(log(is_high_interaction)) * freq_per_tenure),0.6201839133977418,0.04819277108433735,0.08614426569797613,0.2515069833933518
58,after_interaction;frequent;usage_cluster;payment_interval;is_high_payment_interval,((log((after_interaction - frequent)) / payment_interval))^2,0.6221680876979293,0.02546296296296296,0.23940149625935161,0.29567751564008127
59,payment_interval;is_high_payment_interval;older_and_member,((payment_interval / is_high_payment_interval) * older_and_member),0.6363533536930212,0.0,0.10412147505422993,0.24682494291575038
60,contract_length;after_interaction;frequent;subscription_code,sqrt(((contract_length * after_interaction))^2),0.6369504323468518,0.0,0.27081649151172194,0.30258897461952455
61,is_older_group;is_high_payment_interval;payment_interval,((is_older_group * is_high_payment_interval) + payment_interval),0.6371571072319202,0.0,0.325703564727955,0.3209535573199584
62,older_and_member;is_long_contract;payment_freq_alignment,((older_and_member * is_long_contract) + payment_freq_alignment),0.633303808680248,0.0,0.0,0.21110126956008268
63,new_inactive;is_low_frequency;renewal_pressure,((new_inactive * is_low_frequency) + renewal_pressure),0.6362286562731997,0.00831353919239905,0.2994569433669511,0.31466637961085
64,contract_ratio;renewal_pressure,(contract_ratio + renewal_pressure),0.6340458408447077,0.01391304347826087,0.33298282509638977,0.3269805698064528
65,short_tenure_high_interval;vip_inactive;usage_cluster,(sqrt(short_tenure_high_interval) + usage_cluster),0.6312457607958399,0.0,0.07286568787384448,0.23470381622322814
66,interaction_rate;vip_inactive;payment_per_freq,log((interaction_rate * vip_inactive)),0.625554670610991,0.028137310073157007,0.04161979752530934,0.2317705927364858
67,gender;freq_per_tenure,(freq(gender) * freq_per_tenure),0.6240958408679927,0.021689497716894976,0.027522935779816515,0.22443609145490143
68,older_low_contract;short_tenure_high_interval;usage_cluster;frequent;subscription_code,(log(((older_low_contract * short_tenure_high_interval) - usage_cluster)) * subscription_code),0.633303808680248,0.0,0.0,0.21110126956008268
69,interaction_per_freq;payment_interval;is_long_contract;new_inactive,(log((interaction_per_freq / payment_interval)) + new_inactive),0.629367486799236,0.024235429890363532,0.021052631578947368,0.2248851827561823
70,older_low_contract;is_older_group;is_high_interaction,((older_low_contract + is_older_group) / is_high_interaction),0.631244323342416,0.0,0.09376664890783165,0.24167032408341585
71,frequent;new_inactive;contract_length;payment_interval,(sqrt(log(frequent)) * payment_interval),0.6348854397634885,0.007125890736342043,0.3068450039339103,0.31628544481124693
72,is_long_contract;payment_interval;interaction_per_freq;after_interaction,(sqrt(log(is_long_contract)) * after_interaction),0.6409694469511409,0.0,0.366120218579235,0.3356965551767919
73,is_long_contract;is_high_payment_interval;new_inactive;freq_per_tenure,(sqrt(log(is_long_contract)) * freq_per_tenure),0.63849643551523,0.011862396204033215,0.36493374108053006,0.3384308575999311
74,is_older_group;older_low_contract;is_long_contract;is_high_interaction,(sqrt(log(is_older_group)) / is_high_interaction),0.633303808680248,0.0,0.0,0.21110126956008268
75,freq_per_tenure;contract_length;is_low_frequency,log((freq_per_tenure)^2),0.6251982778155449,0.03540833809251856,0.03395585738539898,0.23152082443115415
76,vip_low_interaction;contract_length;payment_per_freq;interaction_per_freq;subscription_code,log((((vip_low_interaction * contract_length))^2 * interaction_per_freq)),0.6306407942238267,0.012857977790765635,0.04522328999434709,0.22957402066964647
77,subscription_type;contract_ratio,(freq(subscription_type) - contract_ratio),0.6383315733896515,0.03615819209039548,0.3802535023348899,0.3515810892716456
78,older_low_contract;interaction_rate;interaction_per_freq;vip_inactive,(log((older_low_contract + interaction_rate)))^2,0.6326258338386901,0.0163265306122449,0.2600671140939597,0.3030064928482982
79,gender_age_group;older_low_contract;older_and_member,sqrt(log(gender_age_group)),0.633303808680248,0.0,0.0,0.21110126956008268
80,gender_age_group;interaction_rate;older_and_member;renewal_pressure,sqrt(log((gender_age_group / interaction_rate))),0.6251203079884504,0.03299203640500569,0.20052770448548812,0.2862133496263148
81,vip_low_interaction;is_high_interaction;contract_length;is_older_group;usage_cluster,((((vip_low_interaction / is_high_interaction))^2 - is_older_group) - usage_cluster),0.633303808680248,0.0,0.0,0.21110126956008268
82,renewal_pressure;older_low_contract;payment_freq_alignment;is_older_group;interaction_per_freq,((((renewal_pressure / older_low_contract))^2 - is_older_group) - interaction_per_freq),0.6220768205501029,0.09123898392949716,0.1822386679000925,0.2985181574598975
83,freq_per_tenure;is_long_contract;frequent;interaction_per_freq;contract_ratio,((((freq_per_tenure / is_long_contract))^2 - interaction_per_freq) / contract_ratio),0.6216250156976014,0.014059753954305799,0.2879581151832461,0.3078809616117178
84,short_tenure_high_interval;interaction_per_freq;vip_inactive;interaction_rate;age,((((short_tenure_high_interval / interaction_per_freq))^2 - interaction_rate) + age),0.629768941429339,0.13378248315688163,0.3550673281360737,0.37287291757409813
85,short_tenure_high_interval;payment_per_freq;interaction_rate;gender_age_group;age,((((short_tenure_high_interval / payment_per_freq))^2 - gender_age_group) + age),0.6414562235610819,0.022962112514351322,0.35130310603355946,0.33857381403633086
86,interaction_per_freq;contract_length;subscription_code;is_high_interaction;interaction_rate,((((interaction_per_freq / contract_length))^2 - is_high_interaction) + interaction_rate),0.6301242596678667,0.027226318774815655,0.11979695431472082,0.25904917758580104
87,short_tenure_high_interval;is_older_group;after_interaction;contract_length;interaction_per_freq,((((short_tenure_high_interval / is_older_group))^2 - contract_length) - interaction_per_freq),0.6395032984090027,0.009523809523809525,0.36754176610978523,0.3388562913475324
88,usage_cluster;is_high_payment_interval;payment_interval;vip_low_interaction;contract_length,sqrt((((usage_cluster + is_high_payment_interval))^2 - vip_low_interaction)),0.6264223260270692,0.0,0.2131849315068493,0.2798690858446395
89,subscription_type;is_long_contract,(freq(subscription_type) * is_long_contract),0.6409694469511409,0.0,0.366120218579235,0.3356965551767919
90,interaction_per_freq;is_older_group;after_interaction;older_and_member;age,((log(sqrt(interaction_per_freq)))^2 + age),0.6269174336401228,0.12667946257197696,0.3517915309446254,0.3684628090522417
91,payment_interval;age;is_older_group;subscription_code;payment_freq_alignment,((log(sqrt(payment_interval)))^2 + payment_freq_alignment),0.6359979889391654,0.0,0.3371198241113961,0.32437260435018717
92,contract_length;after_interaction;subscription_code;payment_interval;vip_inactive,((log(sqrt(contract_length)))^2 + vip_inactive),0.6409694469511409,0.0,0.366120218579235,0.3356965551767919
93,is_high_payment_interval;is_low_frequency;frequent;payment_per_freq;payment_interval,((log(sqrt(is_high_payment_interval)))^2 + payment_interval),0.6359979889391654,0.0,0.3371198241113961,0.32437260435018717
94,gender_age_group;freq_per_tenure;vip_inactive;payment_interval;frequent,((((gender_age_group - freq_per_tenure) * vip_inactive) + payment_interval) + frequent),0.6255464965142384,0.030751708428246014,0.1496470588235294,0.26864842125533794
95,payment_interval;older_and_member;interaction_per_freq;is_long_contract;payment_per_freq,(log(log((payment_interval / older_and_member))) - payment_per_freq),0.6241790318657261,0.08324552160168598,0.17086330935251798,0.2927626209399767
96,vip_inactive;age;vip_low_interaction;is_high_payment_interval;renewal_pressure,(log(log((vip_inactive / age))) - renewal_pressure),0.6356493984777805,0.01884570082449941,0.2848,0.31309836643409333
97,renewal_pressure;payment_freq_alignment;older_and_member;contract_length;is_older_group,(log(log((renewal_pressure / payment_freq_alignment))) * is_older_group),0.6297309621523027,0.05263157894736842,0.0425531914893617,0.24163857752967763
98,older_low_contract;older_and_member;payment_freq_alignment;is_long_contract;new_inactive,(log(log((older_low_contract / older_and_member))) - new_inactive),0.6352700862460281,0.0,0.0982381206620395,0.24450273563602254
99,freq_per_tenure;age;tenure;is_long_contract;frequent,((log((freq_per_tenure / age)))^2 - frequent),0.6205278592375366,0.08363448631905007,0.07013815090329437,0.258100165486627
100,contract_ratio;payment_interval;is_low_frequency;vip_inactive;freq_per_tenure,((log((contract_ratio / payment_interval)))^2 - freq_per_tenure),0.6230149597238205,0.008244994110718492,0.09611451942740286,0.2424581577539806
101,after_interaction;is_high_payment_interval;gender_age_group;older_low_contract;older_and_member,((log((after_interaction / is_high_payment_interval)))^2 - older_and_member),0.6162385439524978,0.013033175355450236,0.3121347542110691,0.31380215783967236
102,frequent;interaction_per_freq;contract_length;vip_inactive;after_interaction,sqrt((log((frequent / interaction_per_freq)))^2),0.6289536333749008,0.04550499445061043,0.023242300987797792,0.232566976271103
103,tenure;contract_ratio;after_interaction;usage_cluster;subscription_code,((((tenure / contract_ratio))^2 - usage_cluster))^2,0.6280723643169058,0.07680168332456602,0.25123558484349257,0.3187032108283215
104,is_high_interaction;payment_per_freq;contract_length;older_and_member;freq_per_tenure,((log((is_high_interaction + payment_per_freq)) + older_and_member))^2,0.6202686202686203,0.12203389830508475,0.14265198659645764,0.29498483505672085
105,gender_age_group;vip_low_interaction;interaction_per_freq;is_low_frequency;new_inactive,((log((gender_age_group + vip_low_interaction)) + is_low_frequency))^2,0.633303808680248,0.0,0.0,0.21110126956008268
106,freq_per_tenure;is_older_group;payment_freq_alignment;new_inactive;is_high_interaction,((((freq_per_tenure + is_older_group) - payment_freq_alignment) + new_inactive) - is_high_interaction),0.6245276537272415,0.04415011037527594,0.045580878265703166,0.2380862141227402
107,interaction_per_freq;payment_freq_alignment;new_inactive;vip_inactive;is_long_contract,((((interaction_per_freq + payment_freq_alignment))^2 + vip_inactive))^2,0.6260571428571429,0.023094688221709007,0.07733619763694952,0.24216267623860047
108,is_long_contract;contract_ratio;is_older_group;is_high_payment_interval;older_low_contract,(((sqrt(is_long_contract) / is_older_group) - is_high_payment_interval))^2,0.633303808680248,0.0,0.0,0.21110126956008268
109,is_long_contract;interaction_rate;vip_inactive;usage_cluster;interaction_per_freq,((log((is_long_contract + interaction_rate)) / usage_cluster))^2,0.6332919254658385,0.022818026240730177,0.27548209366391185,0.31053068179016013
110,gender;age,(freq(gender) / age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
111,new_inactive;age;contract_length;short_tenure_high_interval;contract_ratio,((log((new_inactive / age)))^2)^2,0.6332365423274514,0.002368265245707519,0.024691358024691357,0.22009872186595011
112,older_and_member;after_interaction;vip_low_interaction;interaction_rate;is_low_frequency,sqrt((log((older_and_member)^2) + interaction_rate)),0.6247793858100953,0.07955124936257012,0.07112526539278131,0.2584853001884822
113,payment_freq_alignment;contract_ratio;tenure;freq_per_tenure;after_interaction,sqrt((log((payment_freq_alignment)^2) + freq_per_tenure)),0.6276583774051986,0.024013722126929673,0.01990632318501171,0.22385947423904665
114,payment_per_freq;vip_low_interaction;interaction_per_freq;age;older_low_contract,sqrt((log((payment_per_freq)^2) + age)),0.6234979973297731,0.14599906410856342,0.3378726536621273,0.36912323836682126
115,is_long_contract;is_older_group;gender_age_group;is_low_frequency;freq_per_tenure,sqrt((log((is_long_contract)^2) + is_low_frequency)),0.6409694469511409,0.0,0.366120218579235,0.3356965551767919
116,age;short_tenure_high_interval;older_and_member;frequent;contract_length,sqrt((((age)^2)^2 + frequent)),0.636697247706422,0.12072434607645875,0.34849596478356565,0.36863918618881547
117,new_inactive;interaction_rate;interaction_per_freq;payment_freq_alignment;renewal_pressure,sqrt((log((new_inactive)^2) + payment_freq_alignment)),0.633303808680248,0.0,0.0,0.21110126956008268
118,age;freq_per_tenure;payment_interval;vip_low_interaction;renewal_pressure,sqrt((((age)^2)^2 + vip_low_interaction)),0.6420447284345048,0.03211009174311927,0.35387387387387387,0.34267623135049935
119,interaction_per_freq;subscription_code;payment_interval;after_interaction;is_low_frequency,sqrt((log((interaction_per_freq)^2) + after_interaction)),0.6210024421444355,0.01723147616312464,0.10179640718562874,0.24667677516439626
120,freq_per_tenure;subscription_code;age;is_high_payment_interval;payment_interval,sqrt((((freq_per_tenure)^2 * age) + is_high_payment_interval)),0.6296088759385857,0.014092777451556078,0.017462165308498253,0.22038793956621336
121,is_older_group;is_low_frequency;interaction_rate;tenure;is_high_interaction,log((((is_older_group)^2)^2 + tenure)),0.633303808680248,0.0,0.0,0.21110126956008268
122,contract_length;interaction_rate;freq_per_tenure;is_low_frequency;subscription_code,((((contract_length)^2)^2 + is_low_frequency) / subscription_code),0.638671875,0.0,0.28479743281187325,0.30782310260395773
123,older_and_member;is_high_interaction;contract_ratio;vip_inactive;vip_low_interaction,sqrt(log(((older_and_member)^2)^2)),0.633303808680248,0.0,0.0,0.21110126956008268
124,usage_cluster;contract_length;new_inactive;is_low_frequency;subscription_code,((((usage_cluster * contract_length))^2 - is_low_frequency) - subscription_code),0.6361965445411102,0.0,0.277337559429477,0.30451136799019574
125,older_and_member;usage_cluster;new_inactive;older_low_contract;is_low_frequency,sqrt(sqrt(log((older_and_member)^2))),0.633303808680248,0.0,0.0,0.21110126956008268
126,older_and_member;is_high_payment_interval;older_low_contract;subscription_code;renewal_pressure,((((older_and_member - is_high_payment_interval))^2 + subscription_code))^2,0.6238683127572017,0.0,0.16972477064220184,0.26453102779980114
127,age;tenure;contract_ratio;payment_interval;interaction_rate,sqrt((log(sqrt(age)) * payment_interval)),0.6341715022566087,0.04767184035476718,0.33608617594254936,0.33930983951797505
128,usage_cluster;is_long_contract;tenure;contract_length;contract_ratio,((((usage_cluster / is_long_contract) - tenure) - contract_length) * contract_ratio),0.638124915323127,0.01633605600933489,0.41305016928285626,0.3558370468717727
129,is_high_payment_interval;freq_per_tenure;is_high_interaction;renewal_pressure;payment_per_freq,((((is_high_payment_interval * freq_per_tenure))^2 + renewal_pressure) - payment_per_freq),0.6221887171755246,0.010588235294117647,0.29124767225325887,0.30800820824096703
130,gender;vip_low_interaction,(freq(gender) + vip_low_interaction),0.633303808680248,0.0,0.0,0.21110126956008268
131,freq_per_tenure;is_high_interaction;is_low_frequency;is_long_contract;is_older_group,((log((freq_per_tenure + is_high_interaction)) - is_long_contract) + is_older_group),0.6183574879227053,0.13213780084945728,0.2540919719407638,0.33486242023764207
132,usage_cluster;is_high_payment_interval;after_interaction;is_high_interaction;vip_inactive,((log((usage_cluster + is_high_payment_interval)) - is_high_interaction) + vip_inactive),0.6202578268876612,0.004784688995215311,0.24376731301939059,0.2896032763007557
133,after_interaction;is_long_contract;contract_ratio;age;older_low_contract,((log((after_interaction + is_long_contract)) - age) + older_low_contract),0.6246719160104987,0.11668273866923819,0.3320754716981132,0.35781004212595
134,payment_interval;contract_ratio;is_high_interaction;contract_length;short_tenure_high_interval,((log((payment_interval + contract_ratio)) - contract_length) + short_tenure_high_interval),0.6450544902745207,0.018680677174547577,0.4423418095801301,0.3686923256763994
135,frequent;older_low_contract;vip_inactive;usage_cluster;interaction_rate,(log(log((frequent + older_low_contract))) + interaction_rate),0.6234553508976451,0.027809965237543453,0.11862745098039215,0.25663092237186025
136,is_older_group;payment_freq_alignment;interaction_per_freq;contract_ratio;vip_inactive,((log((is_older_group + payment_freq_alignment)) - contract_ratio) + vip_inactive),0.6336499321573948,0.10494450050454086,0.375,0.3711981442206452
137,vip_low_interaction;contract_ratio;older_low_contract;short_tenure_high_interval;payment_per_freq,((log((vip_low_interaction + contract_ratio)) - short_tenure_high_interval) + payment_per_freq),0.6295529297112925,0.014150943396226415,0.25584255842558423,0.2998488105110344
138,age;usage_cluster;contract_length;is_high_interaction;interaction_per_freq,((log((age + usage_cluster)) - is_high_interaction) + interaction_per_freq),0.6230190861769809,0.021764032073310423,0.09421402969790067,0.24633238264939736
139,age;is_high_interaction,(age + is_high_interaction),0.6442234123947972,0.0,0.3594794231445656,0.3345676118464542
140,older_low_contract;payment_per_freq;older_and_member;renewal_pressure;payment_freq_alignment,((((older_low_contract + payment_per_freq) / older_and_member) - renewal_pressure) + payment_freq_alignment),0.6317877510538061,0.0286368843069874,0.26303317535545023,0.30781927023874794
141,new_inactive;tenure;freq_per_tenure;frequent;contract_ratio,((log((new_inactive + tenure)) * frequent) + contract_ratio),0.6245839550097555,0.026697620429483458,0.08490566037735849,0.24539574527219912
142,usage_cluster;is_high_payment_interval;is_long_contract;interaction_per_freq;subscription_code,((log((usage_cluster * is_high_payment_interval)) - interaction_per_freq) + subscription_code),0.6266222579533709,0.02662037037037037,0.08171817705605029,0.2449869351265972
143,payment_interval;frequent;subscription_code;vip_inactive;is_long_contract,((log((payment_interval + frequent)) / vip_inactive) - is_long_contract),0.6378322042730589,0.02549246813441483,0.3636981645139361,0.34234094564046996
144,after_interaction;interaction_per_freq;age;subscription_code;vip_inactive,((log((after_interaction)^2) + subscription_code) / vip_inactive),0.6315436241610738,0.01522248243559719,0.014150943396226415,0.2203056833309658
145,is_low_frequency;subscription_code;new_inactive;tenure;contract_ratio,log((log(sqrt(is_low_frequency)) - tenure)),0.6323078669542513,0.005952380952380952,0.07439353099730459,0.23755125963464563
146,interaction_per_freq;vip_low_interaction;is_older_group;gender_age_group;is_high_payment_interval,((log((interaction_per_freq + vip_low_interaction)))^2 + is_high_payment_interval),0.6105263157894737,0.047304730473047306,0.24116260801256872,0.2996645514250299
147,contract_ratio;older_and_member;is_long_contract;payment_interval;usage_cluster,((log((contract_ratio * older_and_member)) + payment_interval) - usage_cluster),0.6307228125409944,0.10269445856634468,0.33260711692084244,0.3553414626760605
148,after_interaction;vip_inactive;frequent;is_low_frequency;payment_interval,(sqrt(log((after_interaction * vip_inactive))) - payment_interval),0.6327568667344863,0.03538812785388128,0.33724340175953077,0.3351294654492994
149,after_interaction;contract_ratio;frequent;vip_low_interaction;is_older_group,(log(log((after_interaction * contract_ratio))) - is_older_group),0.6202757916241062,0.1579183490354419,0.2041173893999124,0.3274371766864868
150,contract_length;usage_cluster;is_older_group;contract_ratio;older_and_member,((log((contract_length * usage_cluster)) - contract_ratio) - older_and_member),0.6369357045143639,0.05139664804469274,0.41060419235511714,0.3663121816380579
151,frequent;payment_freq_alignment;renewal_pressure;tenure;after_interaction,(log(log((frequent * payment_freq_alignment))) - after_interaction),0.6302539896605979,0.019755955839628123,0.02318840579710145,0.22439945043244247
152,short_tenure_high_interval;vip_low_interaction;payment_per_freq;older_and_member;freq_per_tenure,(log(log((short_tenure_high_interval * vip_low_interaction))) - freq_per_tenure),0.6219931271477663,0.0581270182992465,0.03189066059225513,0.23733693534642264
153,frequent;age;new_inactive;payment_interval;gender_age_group,(log(log((frequent * age))) - gender_age_group),0.6201727642276422,0.1616252821670429,0.1949490474080638,0.32558236460091633
