trial,features,formula,f1_class0,f1_class1,f1_class2,f1_macro
61,gender;age,(freq(gender) * age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
62,gender;subscription_code,(freq(gender) * subscription_code),0.633303808680248,0.0,0.0,0.21110126956008268
63,gender;age,(freq(gender) * age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
64,gender;interaction_per_freq,(freq(gender) / interaction_per_freq),0.6269694161260426,0.010619469026548672,0.11403073872087258,0.25053987462448796
65,gender;is_low_frequency,(freq(gender) * is_low_frequency),0.633303808680248,0.0,0.0,0.21110126956008268
66,gender;is_high_payment_interval,(freq(gender) / is_high_payment_interval),0.606919095614274,0.0,0.36972778941070894,0.3255489616749943
67,interaction_per_freq;contract_ratio;payment_per_freq;older_and_member,(((interaction_per_freq * contract_ratio) * payment_per_freq) / older_and_member),0.6300727187426695,0.08996897621509824,0.08492569002123142,0.2683224616596664
68,gender;is_older_group,(freq(gender) + is_older_group),0.633303808680248,0.0,0.0,0.21110126956008268
69,gender;older_and_member,(freq(gender) / older_and_member),0.6307530155755944,0.0,0.16216216216216217,0.26430505924591885
70,gender;age,(freq(gender) / age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
71,gender;age,(freq(gender) / age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
72,gender;age,(freq(gender) / age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
73,gender;after_interaction,(freq(gender) / after_interaction),0.6374133949191686,0.0,0.27339300244100895,0.3036021324533925
74,gender;frequent,(freq(gender) / frequent),0.6302812955284097,0.0,0.04880817253121453,0.22636315601987475
75,gender;vip_inactive,(freq(gender) / vip_inactive),0.633303808680248,0.0,0.0,0.21110126956008268
76,subscription_type;age,(freq(subscription_type) / age),0.6416347381864623,0.02868617326448652,0.3551064597618188,0.34180912373758926
77,gender;older_low_contract,(freq(gender) / older_low_contract),0.6369656833232992,0.0,0.26134453781512607,0.2994367403794751
78,frequent;gender_age_group,sqrt(frequent),0.633303808680248,0.0,0.0,0.21110126956008268
79,gender;is_long_contract,(freq(gender) * is_long_contract),0.6409694469511409,0.0,0.366120218579235,0.3356965551767919
80,gender;is_high_interaction,(freq(gender) - is_high_interaction),0.6355650522317189,0.0,0.23175586023883238,0.28910697082351705
81,gender;age,(freq(gender) / age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
82,gender;interaction_rate,(freq(gender) / interaction_rate),0.626486360456983,0.010520163646990065,0.13527980535279804,0.25742877648559037
83,gender;freq_per_tenure,(freq(gender) / freq_per_tenure),0.6293658867412683,0.0362400906002265,0.02772963604852686,0.2311118711300072
84,gender;contract_ratio,(freq(gender) / contract_ratio),0.6414547371195151,0.01875732708089097,0.3922597572974746,0.3508239404992935
85,gender;short_tenure_high_interval,(freq(gender) / short_tenure_high_interval),0.635075388277973,0.0,0.10193133047210301,0.24566890625002535
86,gender;age,(freq(gender) / age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
87,gender;payment_interval,(freq(gender) + payment_interval),0.6359979889391654,0.0,0.3371198241113961,0.32437260435018717
88,subscription_type;renewal_pressure,(freq(subscription_type) / renewal_pressure),0.6346627277203348,0.01179245283018868,0.2844690966719493,0.31030809240749097
89,gender;payment_freq_alignment,(freq(gender) - payment_freq_alignment),0.633303808680248,0.0,0.0,0.21110126956008268
90,gender_age_group;vip_low_interaction;freq_per_tenure;contract_ratio,((log(gender_age_group))^2 - contract_ratio),0.6290849673202614,0.10285132382892057,0.3820816864295125,0.3713393258595648
91,payment_freq_alignment;vip_inactive;gender_age_group;contract_ratio,((log(payment_freq_alignment))^2 - contract_ratio),0.641658961828028,0.0,0.40333975594091204,0.34833290592298
92,after_interaction;is_low_frequency;older_low_contract,(log(after_interaction))^2,0.633303808680248,0.0,0.0,0.21110126956008268
93,subscription_code;renewal_pressure;contract_ratio;contract_length;freq_per_tenure,log((log((subscription_code)^2) - contract_length)),0.6409694469511409,0.0,0.366120218579235,0.3356965551767919
94,older_low_contract;is_older_group;freq_per_tenure;interaction_rate,((log(older_low_contract) + freq_per_tenure) - interaction_rate),0.6295924064768286,0.0035971223021582736,0.015107495642068565,0.2160990081403518
95,older_and_member;gender_age_group;payment_per_freq,(log(older_and_member) / payment_per_freq),0.6270828444027223,0.08955223880597014,0.07876530069185737,0.2651334613001833
96,gender;gender_age_group,(freq(gender) / gender_age_group),0.633303808680248,0.0,0.0,0.21110126956008268
97,gender;age,(freq(gender) * age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
98,gender;contract_length,(freq(gender) / contract_length),0.6409694469511409,0.0,0.366120218579235,0.3356965551767919
99,renewal_pressure;vip_low_interaction;vip_inactive;short_tenure_high_interval;gender_age_group,((((renewal_pressure / vip_low_interaction))^2 + short_tenure_high_interval))^2,0.629003663869519,0.02768166089965398,0.17775709632387157,0.2781474736976815
100,gender;age,(freq(gender) - age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
101,gender;age,(freq(gender) / age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
102,gender;usage_cluster,(freq(gender) / usage_cluster),0.6351285783600195,0.0,0.26382630069643587,0.29965162635215176
103,gender;age,(freq(gender) / age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
104,gender;vip_low_interaction,(freq(gender) / vip_low_interaction),0.633303808680248,0.0,0.0,0.21110126956008268
105,gender;new_inactive,(freq(gender) / new_inactive),0.633303808680248,0.0,0.0,0.21110126956008268
106,subscription_type;age,(freq(subscription_type) / age),0.6416347381864623,0.02868617326448652,0.3551064597618188,0.34180912373758926
107,gender;age,(freq(gender) * age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
108,gender;payment_per_freq,(freq(gender) + payment_per_freq),0.6233205374280231,0.02534562211981567,0.19454225352112675,0.28106947102298846
109,gender;is_low_frequency,(freq(gender) / is_low_frequency),0.633303808680248,0.0,0.0,0.21110126956008268
110,gender;subscription_code,(freq(gender) - subscription_code),0.633303808680248,0.0,0.0,0.21110126956008268
111,gender;age,(freq(gender) / age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
112,gender;age,(freq(gender) / age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
113,gender;age,(freq(gender) / age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
114,gender;tenure,(freq(gender) / tenure),0.6311051091604771,0.0,0.054474708171206226,0.2285266057772278
115,gender;age,(freq(gender) / age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
116,gender;interaction_per_freq,(freq(gender) / interaction_per_freq),0.6269694161260426,0.010619469026548672,0.11403073872087258,0.25053987462448796
117,contract_length;age;contract_ratio;older_and_member,sqrt(sqrt((contract_length + age))),0.6501696832579186,0.0,0.4649875449764738,0.3717190760781308
118,new_inactive;subscription_code;interaction_per_freq;usage_cluster,sqrt(sqrt((new_inactive + subscription_code))),0.633303808680248,0.0,0.0,0.21110126956008268
119,interaction_rate;tenure;after_interaction;interaction_per_freq,sqrt(sqrt((interaction_rate + tenure))),0.6274686829928902,0.0059665871121718375,0.04537908135030437,0.2262714504851221
120,payment_freq_alignment;gender_age_group;is_older_group;freq_per_tenure,(sqrt((payment_freq_alignment + gender_age_group)) / freq_per_tenure),0.6287336740488358,0.04902506963788301,0.04243119266055046,0.24006331211575646
121,interaction_rate;payment_interval;is_high_payment_interval,sqrt(sqrt(interaction_rate)),0.6219105644326934,0.012918379330593071,0.08753861997940268,0.24078918791422974
122,vip_inactive;contract_length;older_and_member;older_low_contract;gender_age_group,(log(((vip_inactive - contract_length))^2) + gender_age_group),0.6409694469511409,0.0,0.366120218579235,0.3356965551767919
123,gender;is_older_group,(freq(gender) * is_older_group),0.633303808680248,0.0,0.0,0.21110126956008268
124,gender;is_high_payment_interval,(freq(gender) / is_high_payment_interval),0.606919095614274,0.0,0.36972778941070894,0.3255489616749943
125,gender;age,(freq(gender) / age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
126,payment_per_freq;renewal_pressure;age;interaction_rate,(((payment_per_freq * renewal_pressure) / age))^2,0.6210381258612769,0.034988713318284424,0.060085836909871244,0.2387042253631442
127,subscription_type;older_and_member,(freq(subscription_type) - older_and_member),0.633303808680248,0.0,0.0,0.21110126956008268
128,gender;after_interaction,(freq(gender) / after_interaction),0.6374133949191686,0.0,0.27339300244100895,0.3036021324533925
129,gender;frequent,(freq(gender) / frequent),0.6302812955284097,0.0,0.04880817253121453,0.22636315601987475
130,gender;age,(freq(gender) * age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
131,gender;age,(freq(gender) - age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
132,gender;age,(freq(gender) - age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
133,gender;vip_inactive,(freq(gender) - vip_inactive),0.633303808680248,0.0,0.0,0.21110126956008268
134,gender;age,(freq(gender) - age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
135,gender;older_low_contract,(freq(gender) + older_low_contract),0.6369656833232992,0.0,0.26134453781512607,0.2994367403794751
136,is_long_contract;older_and_member;age,((is_long_contract)^2 * age),0.6514269487434332,0.0,0.4684239428885228,0.37328363054398533
137,renewal_pressure;payment_freq_alignment;short_tenure_high_interval,((renewal_pressure)^2 * short_tenure_high_interval),0.6316870080985514,0.009433962264150943,0.09037745879851143,0.24383280972040458
138,payment_interval;older_and_member;older_low_contract,((payment_interval)^2 * older_low_contract),0.6350688210652304,0.0,0.2463519313304721,0.2938069174652342
139,gender_age_group;older_and_member,(gender_age_group)^2,0.633303808680248,0.0,0.0,0.21110126956008268
140,is_long_contract;interaction_rate,(is_long_contract / interaction_rate),0.6370505471599791,0.016317016317016316,0.36517615176151763,0.339514571746171
141,is_high_payment_interval;payment_freq_alignment;is_older_group;is_low_frequency,(((is_high_payment_interval)^2 * is_older_group) * is_low_frequency),0.6323361498058917,0.0,0.10482615464452517,0.24572076815013896
142,gender;is_high_interaction,(freq(gender) / is_high_interaction),0.6355650522317189,0.0,0.23175586023883238,0.28910697082351705
143,gender;is_long_contract,(freq(gender) - is_long_contract),0.6409694469511409,0.0,0.366120218579235,0.3356965551767919
144,gender;interaction_rate,(freq(gender) / interaction_rate),0.626486360456983,0.010520163646990065,0.13527980535279804,0.25742877648559037
145,vip_low_interaction;usage_cluster;contract_length;subscription_code,sqrt(((vip_low_interaction + usage_cluster) + contract_length)),0.6409694469511409,0.0,0.366120218579235,0.3356965551767919
146,gender;contract_ratio,(freq(gender) / contract_ratio),0.6414547371195151,0.01875732708089097,0.3922597572974746,0.3508239404992935
147,gender;freq_per_tenure,(freq(gender) / freq_per_tenure),0.6293658867412683,0.0362400906002265,0.02772963604852686,0.2311118711300072
148,subscription_type;age,(freq(subscription_type) * age),0.6416347381864623,0.02868617326448652,0.3551064597618188,0.34180912373758926
149,payment_per_freq;vip_inactive;short_tenure_high_interval,(log(payment_per_freq) - short_tenure_high_interval),0.6239101875074645,0.029115341545352745,0.1665903890160183,0.2732053060229452
150,gender;age,(freq(gender) / age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
151,gender;age,(freq(gender) - age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
152,gender;short_tenure_high_interval,(freq(gender) - short_tenure_high_interval),0.635075388277973,0.0,0.10193133047210301,0.24566890625002535
153,gender;age,(freq(gender) - age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
154,gender;renewal_pressure,(freq(gender) - renewal_pressure),0.6349519349272862,0.015133876600698487,0.285828025477707,0.31197127900189725
155,gender;payment_interval,(freq(gender) - payment_interval),0.6359979889391654,0.0,0.3371198241113961,0.32437260435018717
156,gender;gender_age_group,(freq(gender) / gender_age_group),0.633303808680248,0.0,0.0,0.21110126956008268
157,gender;age,(freq(gender) / age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
158,gender;contract_length,(freq(gender) / contract_length),0.6409694469511409,0.0,0.366120218579235,0.3356965551767919
159,vip_inactive;short_tenure_high_interval,(vip_inactive)^2,0.633303808680248,0.0,0.0,0.21110126956008268
160,gender;age,(freq(gender) - age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
161,gender;age,(freq(gender) / age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
162,gender;age,(freq(gender) / age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
163,gender;age,(freq(gender) / age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
164,gender;usage_cluster,(freq(gender) / usage_cluster),0.6351285783600195,0.0,0.26382630069643587,0.29965162635215176
165,gender;age,(freq(gender) / age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
166,gender;vip_low_interaction,(freq(gender) * vip_low_interaction),0.633303808680248,0.0,0.0,0.21110126956008268
167,gender;new_inactive,(freq(gender) + new_inactive),0.633303808680248,0.0,0.0,0.21110126956008268
168,new_inactive;freq_per_tenure;is_long_contract,log((new_inactive + freq_per_tenure)),0.6229508196721312,0.02570093457943925,0.05194805194805195,0.23353326873320746
169,gender;payment_freq_alignment,(freq(gender) / payment_freq_alignment),0.633303808680248,0.0,0.0,0.21110126956008268
170,gender;age,(freq(gender) / age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
171,gender;age,(freq(gender) - age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
172,gender;age,(freq(gender) - age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
173,gender;payment_per_freq,(freq(gender) - payment_per_freq),0.626204238921002,0.005955926146515783,0.22024565861922915,0.28413527456224896
174,gender;subscription_code,(freq(gender) - subscription_code),0.633303808680248,0.0,0.0,0.21110126956008268
175,gender;age,(freq(gender) / age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
176,subscription_type;is_low_frequency,(freq(subscription_type) - is_low_frequency),0.633303808680248,0.0,0.0,0.21110126956008268
177,vip_low_interaction;is_long_contract;payment_freq_alignment;frequent;gender_age_group,((((vip_low_interaction * is_long_contract) - payment_freq_alignment) - frequent) - gender_age_group),0.633303808680248,0.0,0.0,0.21110126956008268
178,gender;age,(freq(gender) / age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
179,gender;interaction_per_freq,(freq(gender) * interaction_per_freq),0.6227572635721728,0.04405286343612335,0.07834833245103229,0.24838615315310944
180,gender;age,(freq(gender) / age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
181,gender;age,(freq(gender) * age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
182,gender;is_high_payment_interval,(freq(gender) * is_high_payment_interval),0.606919095614274,0.0,0.36972778941070894,0.3255489616749943
183,gender;age,(freq(gender) * age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
184,gender;tenure,(freq(gender) * tenure),0.6311051091604771,0.0,0.054474708171206226,0.2285266057772278
185,gender;older_and_member,(freq(gender) / older_and_member),0.6307530155755944,0.0,0.16216216216216217,0.26430505924591885
186,older_low_contract;gender_age_group;after_interaction;is_high_interaction,(((older_low_contract / gender_age_group) * after_interaction) - is_high_interaction),0.636899747262005,0.009450679267572357,0.2519214346712212,0.29942395373359953
187,gender;age,(freq(gender) - age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
188,gender;age,(freq(gender) / age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
189,gender;is_older_group,(freq(gender) / is_older_group),0.633303808680248,0.0,0.0,0.21110126956008268
190,gender;frequent,(freq(gender) * frequent),0.6302812955284097,0.0,0.04880817253121453,0.22636315601987475
191,gender;age,(freq(gender) * age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
192,gender;after_interaction,(freq(gender) * after_interaction),0.6374133949191686,0.0,0.27339300244100895,0.3036021324533925
193,gender;age,(freq(gender) * age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
194,gender;age,(freq(gender) * age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
195,renewal_pressure;is_low_frequency;payment_freq_alignment,((renewal_pressure - is_low_frequency))^2,0.6334121159348177,0.02441860465116279,0.2870406189555126,0.3149571131804977
196,gender;age,(freq(gender) - age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
197,gender;vip_inactive,(freq(gender) / vip_inactive),0.633303808680248,0.0,0.0,0.21110126956008268
198,gender;is_high_interaction,(freq(gender) + is_high_interaction),0.6355650522317189,0.0,0.23175586023883238,0.28910697082351705
199,subscription_type;older_low_contract,(freq(subscription_type) / older_low_contract),0.6369656833232992,0.0,0.26134453781512607,0.2994367403794751
200,subscription_code;after_interaction;new_inactive;is_long_contract,sqrt(sqrt(log(subscription_code))),0.633303808680248,0.0,0.0,0.21110126956008268
201,gender;age,(freq(gender) / age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
202,gender;age,(freq(gender) / age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
203,gender;is_long_contract,(freq(gender) / is_long_contract),0.6409694469511409,0.0,0.366120218579235,0.3356965551767919
204,gender;age,(freq(gender) / age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
205,gender;interaction_rate,(freq(gender) / interaction_rate),0.626486360456983,0.010520163646990065,0.13527980535279804,0.25742877648559037
206,gender;age,(freq(gender) - age),0.6386856629444231,0.03745743473325766,0.35757792905768543,0.3445736755784554
207,gender;freq_per_tenure,(freq(gender) / freq_per_tenure),0.6293658867412683,0.0362400906002265,0.02772963604852686,0.2311118711300072
208,gender;short_tenure_high_interval,(freq(gender) / short_tenure_high_interval),0.635075388277973,0.0,0.10193133047210301,0.24566890625002535
209,gender;contract_ratio,(freq(gender) * contract_ratio),0.6405919661733616,0.01875732708089097,0.396742671009772,0.3520306547546748
210,interaction_rate;interaction_per_freq;after_interaction;older_and_member;subscription_code,(((sqrt(interaction_rate) - after_interaction))^2 + subscription_code),0.6281430219146482,0.0,0.1250620347394541,0.2510683522180341
211,gender;contract_ratio,(freq(gender) * contract_ratio),0.6405919661733616,0.01875732708089097,0.396742671009772,0.3520306547546748
212,gender;contract_ratio,(freq(gender) * contract_ratio),0.6405919661733616,0.01875732708089097,0.396742671009772,0.3520306547546748
213,gender;contract_ratio,(freq(gender) * contract_ratio),0.6405919661733616,0.01875732708089097,0.396742671009772,0.3520306547546748
214,gender;contract_ratio,(freq(gender) * contract_ratio),0.6405919661733616,0.01875732708089097,0.396742671009772,0.3520306547546748
215,gender;contract_ratio,(freq(gender) * contract_ratio),0.6405919661733616,0.01875732708089097,0.396742671009772,0.3520306547546748
216,gender;contract_ratio,(freq(gender) * contract_ratio),0.6405919661733616,0.01875732708089097,0.396742671009772,0.3520306547546748
217,gender;contract_ratio,(freq(gender) * contract_ratio),0.6405919661733616,0.01875732708089097,0.396742671009772,0.3520306547546748
218,gender;contract_ratio,(freq(gender) * contract_ratio),0.6405919661733616,0.01875732708089097,0.396742671009772,0.3520306547546748
219,gender;contract_ratio,(freq(gender) * contract_ratio),0.6405919661733616,0.01875732708089097,0.396742671009772,0.3520306547546748
220,gender;contract_ratio,(freq(gender) * contract_ratio),0.6405919661733616,0.01875732708089097,0.396742671009772,0.3520306547546748
221,gender;contract_ratio,(freq(gender) * contract_ratio),0.6405919661733616,0.01875732708089097,0.396742671009772,0.3520306547546748
222,gender;contract_ratio,(freq(gender) * contract_ratio),0.6405919661733616,0.01875732708089097,0.396742671009772,0.3520306547546748
223,gender;contract_ratio,(freq(gender) * contract_ratio),0.6405919661733616,0.01875732708089097,0.396742671009772,0.3520306547546748
224,gender;contract_ratio,(freq(gender) * contract_ratio),0.6405919661733616,0.01875732708089097,0.396742671009772,0.3520306547546748
225,gender;contract_ratio,(freq(gender) * contract_ratio),0.6405919661733616,0.01875732708089097,0.396742671009772,0.3520306547546748
