TIMESTAMP,포함된 FEATURE,F1 MACRO,ACCURACY
2025-09-15 16:39:47,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, gender_age_group, usage_cluster",0.4915,0.5071
2025-09-15 16:39:55,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4914,0.5071
2025-09-15 16:40:03,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, subscription_code, gender_age_group, usage_cluster",0.4912,0.5068
2025-09-15 16:40:11,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, usage_cluster",0.4914,0.5069
2025-09-15 16:40:19,"is_older_group, older_and_member, new_inactive, is_high_payment_interval, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, payment_freq_alignment, renewal_pressure, gender_age_group, usage_cluster",0.4916,0.5075
2025-09-15 16:40:29,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:40:38,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:40:46,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:40:55,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:41:04,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:41:14,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:41:23,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:41:33,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:41:41,"is_older_group, vip_inactive, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, renewal_pressure, gender_age_group, usage_cluster",0.4912,0.5070
2025-09-15 16:41:49,"is_older_group, is_low_frequency, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, contract_ratio, renewal_pressure, gender_age_group",0.4918,0.5077
2025-09-15 16:41:58,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:42:07,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:42:16,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:42:25,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:42:34,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:42:43,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:42:51,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, short_tenure_high_interval, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4917,0.5073
2025-09-15 16:42:58,"is_older_group, new_inactive, is_long_contract, is_high_interaction, interaction_per_freq, payment_per_freq, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4910,0.5068
2025-09-15 16:43:07,"new_inactive, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:43:15,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, gender_age_group, usage_cluster",0.4915,0.5071
2025-09-15 16:43:24,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:43:33,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:43:42,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:43:51,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:44:00,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:44:09,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:44:17,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, payment_per_freq, older_low_contract, interaction_rate, contract_ratio, renewal_pressure, usage_cluster",0.4912,0.5068
2025-09-15 16:44:26,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, payment_freq_alignment, renewal_pressure, subscription_code, gender_age_group, usage_cluster",0.4917,0.5075
2025-09-15 16:44:34,"is_older_group, older_and_member, vip_inactive, new_inactive, is_high_payment_interval, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4915,0.5071
2025-09-15 16:44:43,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:44:52,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:45:01,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:45:10,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:45:19,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:45:28,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4912,0.5068
2025-09-15 16:45:37,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:45:45,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group",0.4918,0.5077
2025-09-15 16:45:54,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:46:02,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, renewal_pressure, gender_age_group, usage_cluster",0.4916,0.5075
2025-09-15 16:46:11,"is_older_group, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4918,0.5076
2025-09-15 16:46:20,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:46:29,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:46:38,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:46:47,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:46:56,"is_older_group, new_inactive, is_long_contract, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:47:04,"is_older_group, is_low_frequency, new_inactive, is_high_interaction, interaction_per_freq, payment_per_freq, short_tenure_high_interval, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4915,0.5072
2025-09-15 16:47:13,"is_older_group, new_inactive, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:47:22,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:47:31,"new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:47:40,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:47:49,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:47:59,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:48:08,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:48:17,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:48:26,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, interaction_per_freq, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, renewal_pressure, gender_age_group, usage_cluster",0.4923,0.5080
2025-09-15 16:48:34,"is_older_group, new_inactive, is_high_interaction, freq_per_tenure, payment_per_freq, older_low_contract, vip_low_interaction, interaction_rate, contract_ratio, usage_cluster",0.4915,0.5072
